MAL_ID,Name,Score,Genres,sypnopsis
31771,Amanchu!,7.27,"Slice of Life, Comedy, School, Shounen","Originally from a big city, Futaba Ooki spends most days cataloguing her life through pictures on her phone. Upon moving to a seaside town, she gazes out over the vast expanse of sea and quickly becomes captivated by its endless possibilities. Unbeknownst to Futaba, her quiet contemplation catches the attention of local diving enthusiast Hikari Kohinata. Finding herself in the same class as Futaba the next day, Hikari is drawn to her quiet and shy demeanor and affectionately nicknames her Teko, sparking a tender friendship. Struggling to adapt to the change of pace in her life, Futaba finds herself strung along by Hikari's vast energy and passion for diving. Together, they join the school diving club, led by their homeroom teacher Mato Katori. With Hikari by her side, Futaba works to earn her diving certification while experiencing new friendships and possibilities."
31772,One Punch Man Specials,7.73,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",Specials included in the Blu-ray and DVD releases of One Punch Man .
31780,Kimi no Kokoro wa Kagayaiteru kai?,7.25,Music,usic video included with the debut single for the Love Live! Sunshine!! anime idol group Aqours.
31797,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",6.5,"Comedy, Ecchi, Harem, Romance, School","Kujou-san no Do-S Soudanshitsu Anime-ban short anime specials bundled with the Blu-ray and DVD releases of Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken ."
31798,Kiznaiver,7.43,"Sci-Fi, Drama, Romance","Katsuhira Agata is a quiet and reserved teenage boy whose sense of pain has all but vanished. His friend, Chidori Takashiro, can only faintly remember the days before Katsuhira had undergone this profound change. Now, his muffled and complacent demeanor make Katsuhira a constant target for bullies, who exploit him for egregious sums of money. But their fists only just manage to make him blink, as even emotions are far from his grasp. However, one day Katsuhira, Chidori, and four other teenagers are abducted and forced to join the Kizuna System as official ""Kiznaivers."" Those taking part are connected through pain: if one member is injured, the others will feel an equal amount of agony. These individuals must become the lab rats and scapegoats of an incomplete system designed with world peace in mind. With their fates literally intertwined, the Kiznaivers must expose their true selves to each other, or risk failing much more than just the Kizuna System."
31815,"Kono Danshi, Mahou ga Oshigoto Desu.",7.04,"Magic, Fantasy, Shounen Ai","Chiharu Kashima, captain of the Wizard Bureau's Crisis Countermeasures Division, is among a handful of people who can use magic. While frequenting his favorite bar, he is approached by a friendly man named Toyohi Utsumi. Having always dreamt of being a wizard, Toyohi is enthralled by the idea of meeting one. Much to the young Captain's surprise, Toyohi confesses that he has fallen in love with Kashima. While little time as passed, the two begin to spend more time together. Not all is well, however, as Kashima fears that magic is all that he has and Toyohi is only in love with Kashima the Wizard."
31821,Arslan Senki (TV): Fuujin Ranbu,7.53,"Action, Adventure, Historical, Supernatural, Drama, Fantasy, Shounen","Continuing on his quest to retake Ecbatana, Prince Arslan and his company march toward the city. But upon receiving news that the neighboring Kingdom of Turan is launching an assault on the Parsian stronghold at Peshawar Citadel, the prince is forced to turn back in order to defend the fortress. Amid holding off the invading forces, the Parsian army is met by an unexpected visitor. As Arslan returns to Peshawar, Prince Hermes takes a slight detour from his clash against his cousin to search for the legendary sword Rukhnabad, which would grant him the right to rule and take back what he believes is rightfully his. However, after unearthing the lost artifact, the blade is stolen by the Temple Knights of Lusitania, prompting the masked warrior to give chase. Meanwhile in Ecbatana, the captive King Andragoras III finds an opportunity to strike and begins to make his move. As the separate sides of the Parsian royal conflict clash, Arslan's right to the throne falls under attack. But no matter the obstacles in their way, the young prince and his loyal band of warriors charge forward to restore Pars to its former glory."
31848,Ojisan to Marshmallow,6.6,"Slice of Life, Comedy, Romance","Habahiro Hige is a simple-minded older man who works an office job and is an enthusiast of Tabekko Marshmallows. His days often consist of being teased by his 24-year-old colleague Iori Wakabayashi, who uses his obsession to her advantage: from eating them in front of his face, to buying out his favorite brand from the convenience store, and even embarrassing him in front of their boss. Although her friends cannot fathom what she sees in him, she just cannot get over his marshmallow-like, fluffy frame. No matter the lengths it takes, Iori will find a way to get his attention. Little does Habahiro know that she is trying to seduce him into a romantic relationship with her. The way to a man's heart is through his stomach, right? At least this is what Iori would honestly like to believe. With a bag in hand, Iori continues to make him chase after her day after day, hoping that he will finally see through her attempts. Will he ever realize that their relationship can become s'more?"
31851,Dog Days'': Limone Resort Tenbou Onsen!,6.55,"Ecchi, Fantasy, Magic",Special episode delivered to customers who pre-order all six Blu-ray and DVD volumes of Dog Days'' .
31859,Hai to Gensou no Grimgar,7.69,"Action, Adventure, Drama, Fantasy","Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group of strangers is given no other choice than to accept the only paying job in this game-like world—the role of a soldier in the Reserve Army—and eliminate anything that threatens the peace in their new world, Grimgar. When all of the stronger candidates join together, those left behind must create a party together to survive: Manato, a charismatic leader and priest; Haruhiro, a nervous thief; Yume, a cheerful hunter; Shihoru, a shy mage; Mogzo, a kind warrior; and Ranta, a rowdy dark knight. Despite its resemblance to one, this is no game—there are no redos or respawns; it is kill or be killed. It is now up to this ragtag group of unlikely fighters to survive together in a world where life and death are separated only by a fine line."
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,6.41,"Action, Adventure, Sci-Fi","cap film with some new scenes. The Sky Pirate Fam and Millia (the princess who Fam rescued as her Turan Kingdom faced devastation) wage a battle against the Ades Federation that reduced Turan to ashes, and aim to establish a revived Turan Kingdom. (Source: ANN)"
31884,Mahoutsukai Precure!,7.08,"Action, Slice of Life, Magic, Fantasy, School, Shoujo","ai is a 13-year-old girl who lives in the human world. One day she witnesses a mysterious object fall from the sky into the park. Excitedly, she brings her stuffed bear Mofurun with her to see what it was. When she gets there she sees a girl named Riko flying on a broom. Riko is of the same age and from the magical world. Mirai has a lot of questions, and Riko explains that she's searching for a jewel with strong powers called ""Link Stone Emerald."" Then Batti, an ally of the dark magic users Dokurokushi, appears before them and demands that Riko hand over the ""Link Stone Emerald,"" which Riko herself had been looking for. To make things worse, Batti uses dark magic to create a monster known as a Yokubaru! Mirai and Riko join hands and with the magic words ""Cure-up Rapapa!"" they transform into the legendary Pretty Cure."
